FolderName,ParentId,ProjectId,,ResponseBody
Newman_1,1058074494,992189101,,"{""folderId"":{""native"":1061794638,""partner"":null},""parentId"":{""native"":1058074494,""partner"":null},""projectId"":{""native"":992189101,""partner"":null},""name"":""Newman_1"",""isArchived"":false,""links"":{""project"":""/projects/992189101"",""self"":""/folders/1061794638"",""children"":""/folders/1061794638/children"",""parent"":""/folders/1058074494""}}"
Newman_2,1058074494,992189101,,"{""folderId"":{""native"":1061794639,""partner"":null},""parentId"":{""native"":1058074494,""partner"":null},""projectId"":{""native"":992189101,""partner"":null},""name"":""Newman_2"",""isArchived"":false,""links"":{""project"":""/projects/992189101"",""self"":""/folders/1061794639"",""children"":""/folders/1061794639/children"",""parent"":""/folders/1058074494""}}"
Newman_3,1058074494,992189101,,"{""folderId"":{""native"":1061794640,""partner"":null},""parentId"":{""native"":1058074494,""partner"":null},""projectId"":{""native"":992189101,""partner"":null},""name"":""Newman_3"",""isArchived"":false,""links"":{""project"":""/projects/992189101"",""self"":""/folders/1061794640"",""children"":""/folders/1061794640/children"",""parent"":""/folders/1058074494""}}"
Newman_4,1058074494,992189101,,"{""folderId"":{""native"":1061794641,""partner"":null},""parentId"":{""native"":1058074494,""partner"":null},""projectId"":{""native"":992189101,""partner"":null},""name"":""Newman_4"",""isArchived"":false,""links"":{""project"":""/projects/992189101"",""self"":""/folders/1061794641"",""children"":""/folders/1061794641/children"",""parent"":""/folders/1058074494""}}"
Newman_5,1058074494,992189101,,"{""folderId"":{""native"":1061794642,""partner"":null},""parentId"":{""native"":1058074494,""partner"":null},""projectId"":{""native"":992189101,""partner"":null},""name"":""Newman_5"",""isArchived"":false,""links"":{""project"":""/projects/992189101"",""self"":""/folders/1061794642"",""children"":""/folders/1061794642/children"",""parent"":""/folders/1058074494""}}"
